yr,stpcd,stpnm,sex,age,admigrp,n_admi
2018,ST900,ST900,m,child,paeds-emer,2
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",m,child,paeds-emer,11368
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,m,adult,daycase,57566
2018,Q7800,Q7800,m,child,paeds-elec,16
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,f,child,reg,252
2018,Q7800,Q7800,m,adult,daycase,1921
2018,Q76,Q76,f,adult,ordelec,298
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,m,child,xfer,213
2018,SY9,SY9,f,adult,mat,12
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,m,adult,NA,79
2018,GUR,GUR,f,adult,daycase,1
2018,SK9,SK9,f,child,daycase,14
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,f,NA,birth,1
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,f,adult,xfer,2487
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,m,child,mat,87
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,f,adult,NA,13
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,NA,NA,emer,2
2018,NIR,NIR,m,adult,reg,3
2018,SA9,SA9,f,adult,daycase,1
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,m,child,mat,17
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,m,adult,daycase,60551
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,f,adult,NA,12
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,m,adult,xfer,590
2018,YAE00,YAE00,m,adult,ordelec,159
2018,DUM002,NonSTP (Wales Region),m,child,daycase,1822
2018,X24,NHS_ENGLAND,f,child,reg,56
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,child,NA,11
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,NA,child,birth,5
2018,Q70,Q70,f,adult,reg,444
2018,1200,1200,m,adult,emer,2
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,NA,adult,ordelec,1
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,NA,adult,daycase,7
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,f,child,mat,203
2018,0AE,0AE,m,child,birth,12
2018,5D700,5D700,m,NA,emer,10
2018,ZC5,ZC5,f,child,daycase,1
2018,SN999,SN999,f,child,paeds-emer,4
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,m,adult,ordelec,7837
2018,SJ999,SJ999,m,adult,emer,24
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,m,child,daycase,1212
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,m,adult,xfer,2559
2018,NIR,NIR,m,adult,daycase,1
2018,SSA00,SSA00,m,adult,emer,1
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,m,adult,reg,805
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,m,adult,emer,30162
2018,SL999,SL999,f,child,daycase,2
2018,10,10,m,adult,emer,2
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",f,child,reg,30
2018,Q78,Q78,f,child,daycase,1406
2018,ZW000,ZW000,f,adult,ordelec,2
2018,10,10,f,adult,emer,1
2018,SN999,SN999,f,adult,daycase,7
2018,8,8,m,child,paeds-emer,2
2018,SS900,SS900,m,child,paeds-emer,4
2018,OVERSE,OVERSE,f,child,birth,1
2018,SG9,SG9,f,adult,ordelec,1
2018,SJ900,SJ900,f,adult,ordelec,7
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,NULL,child,birth,648
2018,Q65,Q65,m,adult,reg,166
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,f,child,reg,2
2018,YDDC9,YDDC9,f,child,paeds-elec,28
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,m,child,daycase,1416
2018,Q62,Q62,f,adult,daycase,1
2018,Q81,Q81,m,adult,daycase,4044
2018,Q8200,Q8200,f,child,paeds-elec,1
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,m,child,paeds-emer,4778
2018,Q87,Q87,m,adult,emer,312
2018,Q76,Q76,f,child,paeds-elec,28
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,m,child,mat,41
2018,SN9,SN9,m,adult,ordelec,7
2018,598,598,m,NA,emer,3
2018,Q7700,Q7700,m,child,paeds-emer,97
2018,ZC100,ZC100,m,adult,emer,7
2018,Q8300,Q8300,m,adult,emer,10
2018,5C100,5C100,f,adult,ordelec,1
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,f,adult,mat,11258
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,m,child,paeds-elec,775
2018,Q7100,Q7100,f,child,birth,1560
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NA,adult,ordelec,2
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,m,adult,NA,4
2018,Q7700,Q7700,m,adult,ordelec,242
2018,YAE00,YAE00,m,adult,daycase,155
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,m,adult,ordelec,11922
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,f,adult,xfer,278
2018,Q8700,Q8700,f,adult,emer,271
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,m,adult,birth,3
2018,SL900,SL900,f,adult,xfer,2
2018,Q8600,Q8600,NA,child,daycase,1
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,f,child,NA,2
2018,Q7600,Q7600,NULL,adult,emer,1
2018,ZC500,ZC500,m,child,daycase,1
2018,DUM002,NonSTP (Wales Region),f,child,birth,497
2018,Q7600,Q7600,m,child,paeds-elec,16
2018,YK1,YK1,f,adult,ordelec,149
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,f,adult,reg,1219
2018,SA900,SA900,m,adult,xfer,1
2018,31,31,f,adult,emer,3
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,m,adult,emer,129727
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,m,child,paeds-emer,22855
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,m,child,mat,151
2018,RTX,RTX,m,adult,daycase,212
2018,Q78PHL,Q78PHL,f,adult,emer,6
2018,Q8300,Q8300,f,child,daycase,352
2018,X98,X98,m,child,xfer,5
2018,ZS0,ZS0,m,child,paeds-emer,1
2018,Q8700,Q8700,m,child,paeds-emer,22
2018,SS999,SS999,f,adult,mat,1
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,f,child,paeds-elec,524
2018,Q84,Q84,f,child,paeds-elec,43
2018,Q76,Q76,m,child,daycase,505
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,NULL,adult,reg,54
2018,NRF02,NRF02,m,adult,ordelec,17
2018,YAE00,YAE00,f,adult,emer,57
2018,YAE00,YAE00,m,adult,emer,121
2018,Q88,Q88,m,adult,reg,2
2018,SN999,SN999,f,adult,ordelec,11
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,f,adult,reg,24903
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,f,adult,reg,12975
2018,SD002,SD002,f,adult,ordelec,2
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,m,adult,daycase,58500
2018,YDD,YDD,m,child,xfer,1
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,m,child,NA,1
2018,X2400,X2400,f,adult,daycase,137
2018,Q7500,Q7500,f,adult,reg,3
2018,5P6,5P6,m,adult,daycase,1
2018,Q75,Q75,f,adult,ordelec,226
2018,Q71,Q71,f,child,reg,17
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NULL,child,daycase,1
2018,SS900,SS900,m,adult,ordelec,21
2018,Q88,Q88,f,adult,xfer,1
2018,ZC2,ZC2,m,child,xfer,1
2018,Q8600,Q8600,m,child,paeds-emer,24
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,NA,adult,emer,7
2018,Q7900,Q7900,m,child,paeds-emer,27
2018,6H000,6H000,m,child,paeds-emer,3
2018,Q76,Q76,m,child,paeds-elec,26
2018,Q79,Q79,m,adult,ordelec,236
2018,Q8500,Q8500,m,adult,ordelec,427
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,NA,adult,emer,1
2018,SN900,SN900,f,adult,emer,22
2018,ZC300,ZC300,f,adult,daycase,3
2018,50Y00,50Y00,f,child,paeds-elec,5
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,NA,adult,daycase,5
2018,X24,NHS_ENGLAND,NA,child,paeds-emer,2
2018,ZC2,ZC2,m,child,daycase,1
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,f,child,birth,8455
2018,Q83,Q83,f,child,daycase,2740
2018,YK1,YK1,f,adult,daycase,135
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,f,NA,birth,14
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,m,adult,daycase,51912
2018,DUM001,NonSTP (England Region),m,NA,emer,15
2018,Q78SD,Q78SD,m,child,paeds-elec,15
2018,YK1,YK1,f,child,paeds-emer,3
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,m,adult,emer,55676
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,m,adult,NA,478
2018,Q70,Q70,m,adult,reg,428
2018,YK1,YK1,f,adult,xfer,9
2018,Q65,Q65,m,adult,xfer,35
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,m,adult,NA,17
2018,Q5600,Q5600,f,adult,daycase,41
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,f,adult,xfer,2130
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,NA,child,birth,1
2018,SL9,SL9,f,child,paeds-elec,2
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,NA,child,paeds-emer,2
2018,6A6,6A6,f,adult,emer,1
2018,Q7600,Q7600,m,adult,ordelec,132
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",m,child,daycase,1726
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",m,child,xfer,77
2018,Q79HJ,Q79HJ,f,adult,emer,1
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,child,reg,1
2018,Q74,Q74,f,adult,ordelec,193
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,f,child,birth,11374
2018,Q71,Q71,f,adult,daycase,34429
2018,Q71,Q71,f,child,paeds-elec,427
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,f,child,mat,88
2018,Q77,Q77,f,adult,mat,1
2018,ZC4,ZC4,m,adult,xfer,1
2018,OVSGI,OVSGI,f,child,daycase,3
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,NA,child,paeds-emer,77
2018,DUM001,NonSTP (England Region),m,child,mat,164
2018,UNK,UNKNOWN,m,child,reg,52
2018,X9800,X9800,f,adult,daycase,37
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,f,adult,daycase,61017
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NA,adult,daycase,7
2018,0AE,0AE,f,adult,mat,47
2018,11,11,m,adult,ordelec,2
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,child,birth,12301
2018,X9800,X9800,f,adult,xfer,8
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,f,child,birth,4463
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,m,child,reg,10
2018,SJ999,SJ999,f,adult,emer,29
2018,Q70,Q70,f,adult,ordelec,889
2018,SB999,SB999,f,adult,emer,26
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,f,child,NA,10
2018,Q64,Q64,f,child,paeds-emer,19
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,NA,child,paeds-emer,2
2018,ZC200,ZC200,m,child,paeds-emer,1
2018,Q5400,Q5400,f,child,birth,120
2018,39,39,m,adult,emer,2
2018,13,13,f,adult,emer,1
2018,SV999,SV999,f,adult,emer,9
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,f,NA,ordelec,6
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",f,child,paeds-emer,5773
2018,X24,NHS_ENGLAND,m,adult,emer,9689
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,child,xfer,73
2018,YK100,YK100,f,adult,daycase,8
2018,5D700,5D700,f,child,birth,4
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,m,child,reg,30
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,NA,birth,3
2018,UNK,UNKNOWN,f,child,xfer,3
2018,JERSE,JERSE,m,adult,xfer,1
2018,SA999,SA999,f,child,daycase,7
2018,ZC2,ZC2,m,child,paeds-emer,1
2018,43,43,m,adult,emer,13
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,f,NA,emer,1
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,f,child,paeds-elec,421
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,f,child,paeds-elec,367
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,m,adult,daycase,88266
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,NA,child,paeds-emer,4
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,m,adult,reg,194
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,m,child,reg,24
2018,SV900,SV900,m,adult,emer,13
2018,Q7400,Q7400,m,adult,daycase,1874
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,m,child,NA,8
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,m,child,daycase,6096
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,m,adult,birth,2
2018,ZC1,ZC1,f,adult,mat,2
2018,SG900,SG900,f,child,paeds-emer,3
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,adult,ordelec,15567
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,m,adult,ordelec,7572
2018,UNK,UNKNOWN,m,adult,emer,70
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,NA,adult,emer,9
2018,Q72,Q72,m,child,birth,217
2018,Q82AF,Q82AF,f,adult,daycase,6
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,f,child,paeds-emer,6389
2018,Q39,Q39,f,adult,daycase,1
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,m,NA,emer,2
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,NA,adult,ordelec,1
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NA,child,daycase,1
2018,ZC4,ZC4,f,adult,emer,10
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,child,xfer,119
2018,YAD00,YAD00,m,child,paeds-emer,1
2018,DUM001,NonSTP (England Region),f,adult,reg,130210
2018,BCS,BCS,f,adult,daycase,51
2018,Q8300,Q8300,m,child,daycase,273
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,m,adult,NA,24
2018,YDDC9,YDDC9,m,adult,reg,1
2018,YAD,YAD,f,child,paeds-emer,1
2018,YAC,YAC,m,child,paeds-emer,1
2018,3000,3000,m,adult,emer,1
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,m,adult,emer,32542
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,adult,xfer,752
2018,OVSEA,OVSEA,m,adult,daycase,1
2018,Q75,Q75,f,adult,emer,494
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",m,child,paeds-elec,603
2018,OVSEA,OVSEA,m,child,paeds-elec,60
2018,SS9,SS9,f,adult,emer,41
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,f,adult,xfer,1220
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,m,child,birth,6665
2018,YAD,YAD,m,adult,xfer,2
2018,M8200,M8200,f,child,birth,1
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,m,adult,NA,146
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,NA,adult,ordelec,55
2018,Q82,Q82,m,child,birth,2
2018,Q76,Q76,m,child,birth,7
2018,RTF00,RTF00,m,adult,ordelec,8
2018,Q78,Q78,f,NA,daycase,4
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",f,child,daycase,1140
2018,49998,49998,f,adult,emer,1
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,f,NA,ordelec,1
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,m,child,NA,1
2018,SN999,SN999,m,child,paeds-elec,1
2018,ZC2,ZC2,m,adult,emer,8
2018,SG900,SG900,f,adult,emer,31
2018,Q76PHD,Q76PHD,m,adult,ordelec,94
2018,YK100,YK100,m,adult,ordelec,15
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",NA,adult,daycase,9
2018,X24,NHS_ENGLAND,f,adult,NA,6
2018,Q76PHS,Q76PHS,m,child,daycase,34
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,f,adult,reg,239
2018,04W00,04W00,f,child,birth,1
2018,YK1,YK1,f,adult,reg,7
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",f,adult,birth,23
2018,Q65D,Q65D,m,child,daycase,3
2018,Q74,Q74,f,child,paeds-emer,46
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,f,child,mat,367
2018,DUM001,NonSTP (England Region),NA,adult,reg,22
2018,SGL00,SGL00,m,adult,emer,1
2018,ZZ999,ZZ999,m,adult,emer,22
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,f,child,reg,90
2018,Q85,Q85,f,child,daycase,322
2018,11,11,f,child,paeds-emer,1
2018,5LG00,5LG00,m,adult,reg,1
2018,Q7100,Q7100,f,adult,mat,14
2018,Q7100,Q7100,f,child,daycase,10030
2018,5D700,5D700,m,adult,daycase,3
2018,ZC3,ZC3,m,child,paeds-elec,2
2018,0DF,0DF,f,adult,emer,17
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",f,child,daycase,948
2018,Q65,Q65,f,child,paeds-elec,69
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,m,child,paeds-emer,10390
2018,SY999,SY999,m,adult,emer,30
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,f,child,reg,73
2018,Q76PHD,Q76PHD,m,child,paeds-emer,10
2018,DUM001,NonSTP (England Region),f,NA,emer,7
2018,Q68,Q68,m,adult,ordelec,1
2018,Q73,Q73,m,adult,ordelec,3
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,f,child,paeds-elec,611
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,f,child,daycase,2120
2018,YAC,YAC,m,adult,emer,38
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,m,child,birth,7064
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,f,child,xfer,110
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,f,NA,NA,29
2018,Q70,Q70,f,child,birth,39
2018,Q7000,Q7000,f,adult,emer,72
2018,Q65D,Q65D,m,adult,ordelec,1
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,NA,child,paeds-elec,35
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,m,adult,mat,1
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,m,adult,reg,6988
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",m,adult,NA,13
2018,Q64,Q64,f,adult,ordelec,47
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,m,child,paeds-elec,737
2018,0DF,0DF,m,child,mat,1
2018,Q76,Q76,m,adult,ordelec,302
2018,OVSOT,OVSOT,m,child,paeds-elec,2
2018,Q70,Q70,m,adult,emer,959
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,m,adult,xfer,1076
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",m,adult,xfer,524
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,m,NA,daycase,4
2018,YAF00,YAF00,m,adult,daycase,1
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,child,mat,580
2018,Q76,Q76,f,child,paeds-emer,95
2018,UNK,UNKNOWN,f,adult,ordelec,56
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,NA,child,birth,5
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,f,adult,xfer,1380
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,m,adult,daycase,87317
2018,Q56,Q56,m,child,xfer,32
2018,Q78,Q78,m,NA,daycase,3
2018,5NX00,5NX00,m,adult,emer,1
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",f,adult,emer,47879
2018,RXY,RXY,f,adult,emer,6
2018,Q78,Q78,m,adult,daycase,10736
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,f,child,birth,9639
2018,X24,NHS_ENGLAND,m,adult,xfer,232
2018,SL999,SL999,m,adult,ordelec,11
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,m,child,daycase,3868
2018,X98,X98,f,child,paeds-emer,104
2018,WAL,WAL,m,adult,daycase,7
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,NA,adult,daycase,3
2018,DUM001,NonSTP (England Region),f,child,birth,11571
2018,Q78PHL,Q78PHL,f,child,daycase,10
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,m,child,mat,84
2018,SN999,SN999,f,adult,xfer,1
2018,WBP,WBP,m,adult,ordelec,1
2018,DUM001,NonSTP (England Region),NA,child,paeds-elec,6
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,f,adult,daycase,76739
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,NA,adult,daycase,29
2018,Q65,Q65,f,child,reg,6
2018,4400,4400,m,child,birth,1
2018,SY9,SY9,m,child,birth,5
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,f,child,xfer,104
2018,Q79SD,Q79SD,m,child,paeds-elec,41
2018,29,29,f,adult,emer,1
2018,Q7000,Q7000,f,child,reg,18
2018,Q76,Q76,m,adult,emer,390
2018,Q8100,Q8100,f,child,daycase,319
2018,9,9,f,child,paeds-emer,1
2018,9CI00,9CI00,f,adult,emer,3
2018,YDDC9,YDDC9,f,child,paeds-emer,6
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",m,child,xfer,23
2018,Q7100,Q7100,f,child,paeds-emer,1316
2018,ZB1,ZB1,m,adult,daycase,15
2018,SZ900,SZ900,m,adult,emer,2
2018,5PV00,5PV00,f,adult,daycase,2
2018,DUM002,NonSTP (Wales Region),NA,adult,emer,5
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,m,adult,daycase,104325
2018,SCOT,SCOT,m,adult,daycase,3
2018,SL999,SL999,m,adult,emer,30
2018,100,100,f,adult,emer,2
2018,Q8600,Q8600,m,adult,reg,23
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,f,NA,emer,4
2018,SS999,SS999,m,child,reg,1
2018,Q8400,Q8400,f,adult,reg,15
2018,DUM001,NonSTP (England Region),f,NA,daycase,1
2018,DUM002,NonSTP (Wales Region),m,child,paeds-elec,763
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,m,child,NA,1
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,NA,adult,daycase,18
2018,Q78,Q78,f,child,paeds-emer,225
2018,Q7000,Q7000,f,adult,daycase,461
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,NA,child,birth,2
2018,32,32,f,adult,emer,1
2018,Q71,Q71,NA,adult,emer,1
2018,Q87,Q87,f,child,daycase,449
2018,SN999,SN999,f,child,daycase,1
2018,SH999,SH999,f,child,paeds-emer,2
2018,X24,NHS_ENGLAND,NA,adult,reg,3
2018,Q71,Q71,m,child,xfer,85
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,m,child,daycase,2188
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,f,adult,mat,14600
2018,SG9,SG9,m,adult,emer,37
2018,0AE,0AE,m,adult,daycase,110
2018,5LG00,5LG00,f,adult,emer,7
2018,38,38,f,child,paeds-emer,1
2018,5NY,5NY,m,adult,emer,1
2018,Q78SD,Q78SD,m,adult,ordelec,21
2018,W01HC,W01HC,m,adult,ordelec,3
2018,Q78SD,Q78SD,m,child,paeds-emer,5
2018,Q7200,Q7200,m,child,xfer,1
2018,3200,3200,f,adult,emer,1
2018,Q77,Q77,m,child,xfer,1
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",f,adult,reg,384
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,m,adult,birth,1
